1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Cyndaquil,155,2,Global,4,Wild,,,Quilava,25,1,81,,Linear - 1,,,,,,,Fire,,Fire,Clear,,116,96,78,712,831,3,5,,Ember,Tackle,Ember / Tackle,Flame Charge,Swift,Flamethrower,,,,,Flame Charge / Swift / Flamethrower,,,,,,,,,,,,,,,
Quilava,156,2,Global,5,Wild,,Cyndaquil,Typhlosion,100,2,81,,Linear - 2,,,,,,,Fire,,Fire,Clear,,158,129,116,1272,1484,3,,,Ember,Tackle,Ember / Tackle,Flame Charge,Dig,Flamethrower,,,,,Flame Charge / Dig / Flamethrower,,,,,,,,,,,,,,,
Typhlosion,157,2,Global,6,Wild,,Quilava,,,3,81,,Linear - 3,,,,,,,Fire,,Fire,Clear,,223,176,156,2303,2686,3,,,Ember,Shadow Claw,Ember / Shadow Claw,Fire Blast,Overheat,Solar Beam,,,,,Fire Blast / Overheat / Solar Beam,,,,,,,,,,,,,,,
Totodile,158,2,Global,4,Wild,,,Croconaw,25,1,82,,Linear - 1,,,,,,,Water,,Water,Rain,,117,116,100,867,1011,3,,,Water Gun,Scratch,Water Gun / Scratch,Crunch,Aqua Jet,Water Pulse,,,,,Crunch / Aqua Jet / Water Pulse,,,,,,,,,,,,,,,
Croconaw,159,2,Global,5,Wild,,Totodile,Feraligatr,100,2,82,,Linear - 2,,,,,,,Water,,Water,Rain,,150,151,130,1370,1598,3,,,Water Gun,Scratch,Water Gun / Scratch,Crunch,Ice Punch,Water Pulse,,,,,Crunch / Ice Punch / Water Pulse,,,,,,,,,,,,,,,
Feraligatr,160,2,Global,6,Wild,,Croconaw,,,3,82,,Linear - 3,,,,,,,Water,,Water,Rain,,205,197,170,2333,2721,3,,,Waterfall,Bite,Waterfall / Bite,Crunch,Hydro Pump,Ice Beam,,,,,Crunch / Hydro Pump / Ice Beam,,,,,,,,,,,,,,,
Sentret,161,2,Global,1,Wild,,,Furret,25,1,83,,Linear - 1,,,,,,,Normal,,Normal,Partly Cloudy,,79,77,70,445,519,1,,,Scratch,Quick Attack,Scratch / Quick Attack,Dig,Brick Break,Grass Knot,,,,,Dig / Brick Break / Grass Knot,,,,,,,,,,,,,,,
Furret,162,2,Global,3,Wild,,Sentret,,,2,83,,Linear - 2,,,,,,,Normal,,Normal,Partly Cloudy,,148,130,170,1429,1667,1,,,Quick Attack,Sucker Punch,Quick Attack / Sucker Punch,Dig,Brick Break,Hyper Beam,,,,,Dig / Brick Break / Hyper Beam,,,,,,,,,,,,,,,
Hoothoot,163,2,Global,1,Wild,,,Noctowl,50,1,84,,Linear - 1,,,,,,,Normal,Flying,Normal / Flying,Partly Cloudy,Windy,67,101,120,549,640,1,,,Feint Attack,Peck,Feint Attack / Peck,Aerial Ace,Sky Attack,Night Shade,,,,,Aerial Ace / Sky Attack / Night Shade,,,,,,,,,,,,,,,
Noctowl,164,2,Global,3,Wild,,Hoothoot,,,2,84,,Linear - 2,,,,,,,Normal,Flying,Normal / Flying,Partly Cloudy,Windy,145,179,200,1749,2040,1,,,Wing Attack,Extrasensory,Wing Attack / Extrasensory,Psychic,Sky Attack,Night Shade,,,,,Psychic / Sky Attack / Night Shade,,,,,,,,,,,,,,,
Ledyba,165,2,Global,1,Wild,,,Ledian,25,1,85,,Linear - 1,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,72,142,80,568,663,1,,,Tackle,Bug Bite,Tackle / Bug Bite,Silver Wind,Swift,Aerial Ace,,,,,Silver Wind / Swift / Aerial Ace,,,,,,,,,,,,,,,
Ledian,166,2,Global,3,Wild,,Ledyba,,,2,85,,Linear - 2,,,,,,,Bug,Flying,Bug / Flying,Rain,Windy,107,209,110,1093,1275,1,,,Struggle Bug,Bug Bite,Struggle Bug / Bug Bite,Bug Buzz,Silver Wind,Aerial Ace,,,,,Bug Buzz / Silver Wind / Aerial Ace,,,,,,,,,,,,,,,
Spinarak,167,2,Global,2,Wild,,,Ariados,50,1,86,,Linear - 1,,,,,,,Bug,Poison,Bug / Poison,Rain,Cloudy,105,73,80,587,685,1,2,,Poison Sting,Bug Bite,Poison Sting / Bug Bite,Night Slash,Signal Beam,Cross Poison,,,,,Night Slash / Signal Beam / Cross Poison,,,,,,,,,,,,,,,
Ariados,168,2,Global,3,Wild,,Spinarak,,,2,86,,Linear - 2,,,,,,,Bug,Poison,Bug / Poison,Rain,Cloudy,161,128,140,1403,1636,1,,,Poison Sting,Infestation,Poison Sting / Infestation,Shadow Sneak,Megahorn,Cross Poison,,,,,Shadow Sneak / Megahorn / Cross Poison,,,,,,,,,,,,,,,
Crobat,169,2,Global,3,Wild,,Golbat,,,3,17,Linear - 1+,,,,,,,,Poison,Flying,Poison / Flying,Cloudy,Windy,194,178,170,2114,2466,1,,,Air Slash,Bite,Air Slash / Bite,Shadow Ball,Air Cutter,Sludge Bomb,,,,,Shadow Ball / Air Cutter / Sludge Bomb,,,,,,,,,,,,,,,
Chinchou,170,2,Global,3,Wild,,,Lanturn,50,1,87,,Linear - 1,,,,,,,Water,Electric,Water / Electric,Rain,Rain,106,106,150,915,1067,3,5,,Bubble,Spark,Bubble / Spark,Water Pulse,Thunderbolt,Bubble Beam,,,,,Water Pulse / Thunderbolt / Bubble Beam,,,,,,,,,,,,,,,
Lanturn,171,2,Global,4,Wild,,Chinchou,,,2,87,,Linear - 2,,,,,,,Water,Electric,Water / Electric,Rain,Rain,146,146,250,1781,2077,3,,,Water Gun,Charge Beam,Water Gun / Charge Beam,Hydro Pump,Thunderbolt,Thunder,,,,,Hydro Pump / Thunderbolt / Thunder,,,,,,,,,,,,,,,
Pichu,172,2,Global,* * *,Egg,,,Pikachu,25,0,10,Linear - 1+,,,,,,,✓,Electric,,Electric,Rain,,77,63,40,322,376,1,2,,Thunder Shock,Thunderbolt,Thunder Shock / Thunderbolt,Disarming Voice,Thunder Punch,,,,,,Disarming Voice / Thunder Punch,,,,,,,,,,,,,,,
Cleffa,173,2,Global,* * *,Egg,,,Clefairy,25,0,14,Linear - 1+,,,,,,,,Fairy,,Fairy,Cloudy,,75,91,100,532,620,1,2,,Pound,Zen Headbutt,Pound / Zen Headbutt,Grass Knot,Psyshock,Signal Beam,,,,,Grass Knot / Psyshock / Signal Beam,,,,,,,,,,,,,,,
Igglybuff,174,2,Global,* * *,Egg,,,Jigglypuff,25,0,16,Linear - 1+,,,,,,,,Normal,Fairy,Normal / Fairy,Partly Cloudy,Cloudy,69,34,180,439,512,1,2,,Pound,Feint Attack,Pound / Feint Attack,Wild Charge,Shadow Ball,Psychic,,,,,Wild Charge / Shadow Ball / Psychic,,,,,,,,,,,,,,,
Togepi,175,2,Global,* * *,Egg,,,Togetic,50,0,88,,Linear,,Linear - 2,,,,,Fairy,,Fairy,Cloudy,,67,116,70,463,540,3,2,,Hidden Power,Peck,Hidden Power / Peck,Ancient Power,Psyshock,Dazzling Gleam,,,,,Ancient Power / Psyshock / Dazzling Gleam,,,,,,,,,,,,,,,
Togetic,176,2,Global,4,Wild,,Togepi,Togekiss,,1,88,,Linear,,Linear - 2,,,,,Fairy,Flying,Fairy / Flying,Cloudy,Windy,139,191,110,1323,1543,3,,,Extrasensory,Hidden Power,Extrasensory / Hidden Power,Ancient Power,Dazzling Gleam,Aerial Ace,,,,,Ancient Power / Dazzling Gleam / Aerial Ace,,,,,,,,,,,,,,,
Natu,177,2,Global,2,Wild,,,Xatu,50,1,89,,Linear - 1,,,,,,,Psychic,Flying,Psychic / Flying,Windy,Windy,134,89,80,793,925,3,5,,Peck,Quick Attack,Peck / Quick Attack,Night Shade,Psyshock,Drill Peck,,,,,Night Shade / Psyshock / Drill Peck,,,,,,,,,,,,,,,
Xatu,178,2,Global,3,Wild,,Natu,,,2,89,,Linear - 2,,,,,,,Psychic,Flying,Psychic / Flying,Windy,Windy,192,146,130,1693,1975,3,,,Air Slash,Feint Attack,Air Slash / Feint Attack,Ominous Wind,Aerial Ace,Futuresight,,,,,Ominous Wind / Aerial Ace / Futuresight,,,,,,,,,,,,,,,
Mareep,179,2,Global,4,Wild,,,Flaaffy,25,1,90,,Linear - 1,,,,,,,Electric,,Electric,Rain,,114,82,110,760,887,5,10,,Tackle,Thunder Shock,Tackle / Thunder Shock,Body Slam,Thunderbolt,Discharge,,,,,Body Slam / Thunderbolt / Discharge,,,,,,,,,,,,,,,
Flaaffy,180,2,Global,5,Wild,,Mareep,Ampharos,100,2,90,,Linear - 2,,,,,,,Electric,,Electric,Rain,,145,112,140,1202,1402,5,,,Tackle,Charge Beam,Tackle / Charge Beam,Power Gem,Thunderbolt,Discharge,,,,,Power Gem / Thunderbolt / Discharge,,,,,,,,,,,,,,,
Ampharos,181,2,Global,6,Wild,,Flaaffy,,,3,90,,Linear - 3,,,,,,,Electric,,Electric,Rain,,211,172,180,2310,2695,5,,,Charge Beam,Volt Switch,Charge Beam / Volt Switch,Zap Cannon,Focus Blast,Thunder,,,,,Zap Cannon / Focus Blast / Thunder,,,,,,,,,,,,,,,
Bellossom,182,2,Global,* * *,Sun Stone,,Gloom,,,3a,18,Base / Alt,,,,,,,,Grass,,Grass,Clear,,169,189,150,1807,2108,3,,,Razor Leaf,Acid,Razor Leaf / Acid,Leaf Blade,Petal Blizzard,Dazzling Gleam,,,,,Leaf Blade / Petal Blizzard / Dazzling Gleam,,,,,,,,,,,,,,,
Marill,183,2,Global,2,Wild,,Azurill,Azumarill,25,1,91,,Linear,Baby,,,,,,Water,Fairy,Water / Fairy,Rain,Cloudy,37,93,140,360,420,3,5,,Tackle,Bubble,Tackle / Bubble,Bubble Beam,Aqua Tail,Body Slam,,,,,Bubble Beam / Aqua Tail / Body Slam,,,,,,,,,,,,,,,
Azumarill,184,2,Global,3,Wild,,Marill,,,2,91,,Linear,Baby,,,,,,Water,Fairy,Water / Fairy,Rain,Cloudy,112,152,200,1289,1503,3,,,Rock Smash,Bubble,Rock Smash / Bubble,Play Rough,Hydro Pump,Ice Beam,,,,,Play Rough / Hydro Pump / Ice Beam,,,,,,,,,,,,,,,
Sudowoodo,185,2,Global,4,Wild,,Bonsly,,,1,92,,Solo,,Baby,,,,,Rock,,Rock,Partly Cloudy,,167,198,140,1770,2065,5,10,,Rock Throw,Counter,Rock Throw / Counter,Stone Edge,Earthquake,Rock Slide,,,,,Stone Edge / Earthquake / Rock Slide,,,,,,,,,,,,,,,
Politoed,186,2,Global,* * *,King's Rock,,Poliwhirl,,,3a,26,Base / Alt,,,,,,,,Water,,Water,Rain,,174,192,180,2033,2371,3,,,Mud Shot,Bubble,Mud Shot / Bubble,Hydro Pump,Blizzard,Surf,,,,,Hydro Pump / Blizzard / Surf,,,,,,,,,,,,,,,
Hoppip,187,2,Global,2,Wild,,,Skiploom,25,1,93,,Linear - 1,,,,,,,Grass,Flying,Grass / Flying,Clear,Windy,67,101,70,436,508,3,5,,Tackle,Bullet Seed,Tackle / Bullet Seed,Grass Knot,Dazzling Gleam,Seed Bomb,,,,,Grass Knot / Dazzling Gleam / Seed Bomb,,,,,,,,,,,,,,,
Skiploom,188,2,Global,4,Wild,,Hoppip,Jumpluff,100,2,93,,Linear - 2,,,,,,,Grass,Flying,Grass / Flying,Clear,Windy,91,127,110,756,882,3,,,Tackle,Bullet Seed,Tackle / Bullet Seed,Grass Knot,Dazzling Gleam,Energy Ball,,,,,Grass Knot / Dazzling Gleam / Energy Ball,,,,,,,,,,,,,,,
Jumpluff,189,2,Global,6,Wild,,Skiploom,,,3,93,,Linear - 3,,,,,,,Grass,Flying,Grass / Flying,Clear,Windy,118,197,150,1331,1553,3,,,Infestation,Bullet Seed,Infestation / Bullet Seed,Energy Ball,Dazzling Gleam,Solar Beam,,,,,Energy Ball / Dazzling Gleam / Solar Beam,,,,,,,,,,,,,,,
Aipom,190,2,Global,2,Wild,,,Ambipom,,1,94,,Solo,,Linear - 2,,,,,Normal,,Normal,Partly Cloudy,,136,112,110,1018,1188,3,2,,Scratch,Astonish,Scratch / Astonish,Low Sweep,Swift,Aerial Ace,,,,,Low Sweep / Swift / Aerial Ace,,,,,,,,,,,,,,,
Sunkern,191,2,Global,4,Wild,,,Sunflora,50,1,95,,Linear - 1,,,,,,,Grass,,Grass,Clear,,55,55,60,271,316,3,,,Razor Leaf,Cut,Razor Leaf / Cut,Energy Ball,Grass Knot,Seed Bomb,,,,,Energy Ball / Grass Knot / Seed Bomb,,,,,,,,,,,,,,,
Sunflora,192,2,Global,* * *,Sun Stone,,Sunkern,,,2,95,,Linear - 2,,,,,,,Grass,,Grass,Clear,,185,148,150,1756,2048,3,,,Razor Leaf,Bullet Seed,Razor Leaf / Bullet Seed,Solar Beam,Petal Blizzard,Sludge Bomb,,,,,Solar Beam / Petal Blizzard / Sludge Bomb,,,,,,,,,,,,,,,
Yanma,193,2,Global,4,Wild,,,Yanmega,,1,96,,Solo,,Linear - 2,,,,,Bug,Flying,Bug / Flying,Rain,Windy,154,94,130,1137,1326,3,,,Quick Attack,Wing Attack,Quick Attack / Wing Attack,Ancient Power,Aerial Ace,Silver Wind,,,,,Ancient Power / Aerial Ace / Silver Wind,,,,,,,,,,,,,,,
Wooper,194,2,Global,2,Wild,,,Quagsire,50,1,97,,Linear - 1,,,,,,,Water,Ground,Water / Ground,Rain,Clear,75,75,110,511,596,3,5,,Water Gun,Mud Shot,Water Gun / Mud Shot,Mud Bomb,Dig,Body Slam,,,,,Mud Bomb / Dig / Body Slam,,,,,,,,,,,,,,,
Quagsire,195,2,Global,4,Wild,,Wooper,,,2,97,,Linear - 2,,,,,,,Water,Ground,Water / Ground,Rain,Clear,152,152,190,1654,1929,3,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Sludge Bomb,Earthquake,Stone Edge,,,,,Sludge Bomb / Earthquake / Stone Edge,,,,,,,,,,,,,,,
Espeon,196,2,Global,6,Wild,,Eevee,,,2a⁴,68,Base / Alt,,,Alt - 2,,Alt - 2,,,Psychic,,Psychic,Windy,,261,194,130,2572,3000,5,,,Confusion,Zen Headbutt,Confusion / Zen Headbutt,Psybeam,Psychic,Futuresight,,,,,Psybeam / Psychic / Futuresight,,,,,,,,,,,,,,,
Umbreon,197,2,Global,6,Wild,,Eevee,,,2a⁵,68,Base / Alt,,,Alt - 2,,Alt - 2,,,Dark,,Dark,Fog,,126,250,190,1759,2052,5,,,Feint Attack,Snarl,Feint Attack / Snarl,Dark Pulse,Foul Play,,,,,,Dark Pulse / Foul Play,,,,,,,,,,,,,,,
Murkrow,198,2,Global,2,Wild,,,Honchkrow,,1,98,,Solo,,Linear - 2,,,,,Dark,Flying,Dark / Flying,Fog,Windy,175,87,120,1193,1392,3,,,Peck,Feint Attack,Peck / Feint Attack,Drill Peck,Foul Play,Dark Pulse,,,,,Drill Peck / Foul Play / Dark Pulse,,,,,,,,,,,,,,,
Slowking,199,2,Global,* * *,King's Rock,,Slowpoke,,,2a,33,Base / Alt,,,,,,,,Water,Psychic,Water / Psychic,Rain,Windy,177,194,190,2128,2482,3,,,Water Gun,Confusion,Water Gun / Confusion,Blizzard,Psychic,Fire Blast,,,,,Blizzard / Psychic / Fire Blast,,,,,,,,,,,,,,,
Misdreavus,200,2,Global,3,Wild,,,Mismagius,,1,99,,Solo,,Linear - 2,,,,,Ghost,,Ghost,Fog,,167,167,120,1527,1781,3,2,,Astonish,Hex,Astonish / Hex,Shadow Sneak,Dark Pulse,Ominous Wind,,,,,Shadow Sneak / Dark Pulse / Ominous Wind,,,,,,,,,,,,,,,
Unown,201,2,Global,6,Wild,,,,,1a,100,,Alt - 1,,,,,,,Psychic,,Psychic,Windy,,136,91,96,876,1022,5,,,Hidden Power,Struggle,Hidden Power / Struggle,n/a,,,,,,,n/a,,,,,,,,,,,,,,,
Wobbuffet,202,2,Global,3,Wild,,Wynaut,,,1,101,,Solo,Baby,,,,,,Psychic,,Psychic,Windy,,60,106,380,878,1024,3,5,,Counter,Splash,Counter / Splash,Mirror Coat,,,,,,,Mirror Coat,,,,,,,,,,,,,,,
Girafarig,203,2,Global,5,Wild,,,,,1,102,,Solo,,,,,,,Normal,Psychic,Normal / Psychic,Partly Cloudy,Windy,182,133,140,1597,1863,3,5,,Tackle,Confusion,Tackle / Confusion,Psychic,Thunderbolt,Mirror Coat,,,,,Psychic / Thunderbolt / Mirror Coat,,,,,,,,,,,,,,,
Pineco,204,2,Global,3,Wild,,,Forretress,50,1,103,,Linear - 1,,,,,,,Bug,,Bug,Rain,,108,146,100,896,1045,5,5,,Tackle,Bug Bite,Tackle / Bug Bite,Gyro Ball,Rock Tomb,Sand Tomb,,,,,Gyro Ball / Rock Tomb / Sand Tomb,,,,,,,,,,,,,,,
Forretress,205,2,Global,5,Wild,,Pineco,,,2,103,,Linear - 2,,,,,,,Bug,Steel,Bug / Steel,Rain,Snow,161,242,150,1940,2263,5,,,Bug Bite,Struggle Bug,Bug Bite / Struggle Bug,Heavy Slam,Earthquake,Rock Tomb,,,,,Heavy Slam / Earthquake / Rock Tomb,,,,,,,,,,,,,,,
Dunsparce,206,2,Global,4,Wild,,,,,1,104,,Solo,,,,,,,Normal,,Normal,Partly Cloudy,,131,131,200,1385,1615,3,5,,Bite,Astonish,Bite / Astonish,Dig,Rock Slide,Drill Run,,,,,Dig / Rock Slide / Drill Run,,,,,,,,,,,,,,,
Gligar,207,2,Global,3,Wild,,,Gliscor,,1,105,,Solo,,Linear - 2,,,,,Ground,Flying,Ground / Flying,Clear,Windy,143,204,130,1507,1758,5,5,,Fury Cutter,Wing Attack,Fury Cutter / Wing Attack,Dig,Aerial Ace,Night Slash,,,,,Dig / Aerial Ace / Night Slash,,,,,,,,,,,,,,,
Steelix,208,2,Global,* * *,Metal Coat,,Onix,,,2,41,Linear - 1,,,,,,,,Steel,Ground,Steel / Ground,Snow,Clear,148,333,150,2091,2439,5,,,Iron Tail,Dragon Tail,Iron Tail / Dragon Tail,Earthquake,Heavy Slam,Crunch,,,,,Earthquake / Heavy Slam / Crunch,,,,,,,,,,,,,,,
Snubbull,209,2,Global,3,Wild,,,Granbull,50,1,106,,Linear - 1,,,,,,,Fairy,,Fairy,Cloudy,,137,89,120,964,1124,3,5,,Tackle,Bite,Tackle / Bite,Crunch,Dazzling Gleam,Brick Break,,,,,Crunch / Dazzling Gleam / Brick Break,,,,,,,,,,,,,,,
Granbull,210,2,Global,5,Wild,,Snubbull,,,2,106,,Linear - 2,,,,,,,Fairy,,Fairy,Cloudy,,212,137,180,2092,2440,3,,,Bite,Snarl,Bite / Snarl,Crunch,Play Rough,Close Combat,,,,,Crunch / Play Rough / Close Combat,,,,,,,,,,,,,,,
Qwilfish,211,2,Global,4,Wild,,,,,1,107,,Solo,,,,,,,Water,Poison,Water / Poison,Rain,Cloudy,184,148,130,1637,1910,3,5,,Poison Sting,Water Gun,Poison Sting / Water Gun,Aqua Tail,Ice Beam,Sludge Wave,,,,,Aqua Tail / Ice Beam / Sludge Wave,,,,,,,,,,,,,,,
Scizor,212,2,Global,* * *,Metal Coat,,Scyther,,,2,59,Linear - 1,Linear - 2,,,,,,,Bug,Steel,Bug / Steel,Rain,Snow,236,191,140,2401,2801,5,,,Bullet Punch,Fury Cutter,Bullet Punch / Fury Cutter,X-Scissor,Iron Head,Night Slash,,,,,X-Scissor / Iron Head / Night Slash,,,,,,,,,,,,,,,
Shuckle,213,2,Global,5,Wild,,,,,1,108,,Solo,,,,,,,Bug,Rock,Bug / Rock,Rain,Partly Cloudy,17,396,40,257,300,3,5,,Struggle Bug,Rock Throw,Struggle Bug / Rock Throw,Rock Blast,Stone Edge,Gyro Ball,,,,,Rock Blast / Stone Edge / Gyro Ball,,,,,,,,,,,,,,,
Heracross,214,2,Global,2,Wild,,,,,1,109,,Solo,,,,,,,Bug,Fighting,Bug / Fighting,Rain,Cloudy,234,189,160,2519,2938,3,,,Counter,Struggle Bug,Counter / Struggle Bug,Megahorn,Close Combat,Earthquake,,,,,Megahorn / Close Combat / Earthquake,,,,,,,,,,,,,,,
Sneasel,215,2,Global,2,Wild,,Weavile,,,1,110,,Solo,,Linear - 2,,,,,Dark,Ice,Dark / Ice,Fog,Snow,189,157,110,1601,1868,3,5,,Ice Shard,Feint Attack,Ice Shard / Feint Attack,Avalanche,Ice Punch,Foul Play,,,,,Avalanche / Ice Punch / Foul Play,,,,,,,,,,,,,,,
Teddiursa,216,2,Global,3,Wild,,,Ursaring,50,1,111,,Linear - 1,,,,,,,Normal,,Normal,Partly Cloudy,,142,93,120,1015,1184,3,5,,Scratch,Lick,Scratch / Lick,Cross Chop,Crunch,Play Rough,,,,,Cross Chop / Crunch / Play Rough,,,,,,,,,,,,,,,
Ursaring,217,2,Global,5,Wild,,Teddiursa,,,2,111,,Linear - 2,,,,,,,Normal,,Normal,Partly Cloudy,,236,144,180,2366,2760,3,,,Metal Claw,Counter,Metal Claw / Counter,Close Combat,Hyper Beam,Play Rough,,,,,Close Combat / Hyper Beam / Play Rough,,,,,,,,,,,,,,,
Slugma,218,2,Global,3,Wild,,,Magcargo,50,1,112,,Linear - 1,,,,,,,Fire,,Fire,Clear,,118,71,80,643,750,1,2,,Ember,Rock Throw,Ember / Rock Throw,Flame Burst,Flame Charge,Rock Slide,,,,,Flame Burst / Flame Charge / Rock Slide,,,,,,,,,,,,,,,
Magcargo,219,2,Global,6,Wild,,Slugma,,,2,112,,Linear - 2,,,,,,,Fire,Rock,Fire / Rock,Clear,Partly Cloudy,139,209,100,1323,1543,1,,,Ember,Rock Throw,Ember / Rock Throw,Heat Wave,Overheat,Stone Edge,,,,,Heat Wave / Overheat / Stone Edge,,,,,,,,,,,,,,,
Swinub,220,2,Global,1,Wild,,,Piloswine,50,1,113,,Linear,,Linear - 3,,,,,Ice,Ground,Ice / Ground,Snow,Clear,90,74,100,568,663,3,5,,Tackle,Powder Snow,Tackle / Powder Snow,Icy Wind,Body Slam,Rock Slide,,,,,Icy Wind / Body Slam / Rock Slide,,,,,,,,,,,,,,,
Piloswine,221,2,Global,4,Wild,,Swinub,Mamoswine,,2,113,,Linear,,Linear - 3,,,,,Ice,Ground,Ice / Ground,Snow,Clear,181,147,200,1958,2284,3,,,Ice Shard,Powder Snow,Ice Shard / Powder Snow,Avalanche,Bulldoze,Stone Edge,,,,,Avalanche / Bulldoze / Stone Edge,,,,,,,,,,,,,,,
Corsola,222,2,Tropics,5,Wild,,,,,1,114,,,,,,,,,Water,Rock,Water / Rock,Rain,Partly Cloudy,118,156,110,1041,1214,3,,,Tackle,Bubble,Tackle / Bubble,Rock Blast,Power Gem,Bubble Beam,,,,,Rock Blast / Power Gem / Bubble Beam,,,,,,,,,,,,,,,
Remoraid,223,2,Global,3,Wild,,,,50,1,115,,,,,,,,,Water,,Water,Rain,,127,69,70,642,749,1,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Aurora Beam,Water Pulse,Rock Blast,,,,,Aurora Beam / Water Pulse / Rock Blast,,,,,,,,,,,,,,,
Octillery,224,2,Global,3,Wild,,Remoraid,,,1,116,,,,,,,,,Water,,Water,Rain,,197,141,150,1821,2124,1,,,Water Gun,Mud Shot,Water Gun / Mud Shot,Gunk Shot,Water Pulse,Aurora Beam,,,,,Gunk Shot / Water Pulse / Aurora Beam,,,,,,,,,,,,,,,
Delibird,225,2,Unreleased,* * *,X-mas Season,,,,,1,117,,,,,,,,,Ice,Flying,Ice / Flying,Snow,Windy,128,90,90,803,937,5,,,Ice Shard,Quick Attack,Ice Shard / Quick Attack,Ice Punch,Icy Wind,Aerial Ace,,,,,Ice Punch / Icy Wind / Aerial Ace,,,,,,,,,,,,,,,
Mantine,226,2,Global,4,Wild,,Mantyke,,,1,118,,Solo,,Baby,,,,,Water,Flying,Water / Flying,Rain,Windy,148,260,130,1742,2032,5,5,,Bubble,Wing Attack,Bubble / Wing Attack,Water Pulse,Ice Beam,Aerial Ace,,,,,Water Pulse / Ice Beam / Aerial Ace,,,,,,,,,,,,,,,
Skarmory,227,2,Global,4,Wild,,,,,1,119,,,,,,,,,Steel,Flying,Steel / Flying,Snow,Windy,148,260,130,1742,2032,5,10,,Steel Wing,Air Slash,Steel Wing / Air Slash,Brave Bird,Sky Attack,Flash Cannon,,,,,Brave Bird / Sky Attack / Flash Cannon,,,,,,,,,,,,,,,
Houndour,228,2,Global,4,Wild,,,Houndoom,50,1,120,,,,,,,,,Dark,Fire,Dark / Fire,Fog,Clear,152,93,90,952,1110,3,5,,Feint Attack,Ember,Feint Attack / Ember,Crunch,Flamethrower,Dark Pulse,,,,,Crunch / Flamethrower / Dark Pulse,,,,,,,,,,,,,,,
Houndoom,229,2,Global,6,Wild,,Houndour,,,2,120,,,,,,,,,Dark,Fire,Dark / Fire,Fog,Clear,224,159,150,2168,2529,3,,,Snarl,Fire Fang,Snarl / Fire Fang,Crunch,Fire Blast,Foul Play,,,,,Crunch / Fire Blast / Foul Play,,,,,,,,,,,,,,,
Kingdra,230,2,Global,* * *,King's Rock,,Seadra,,,3,55,Linear - 1+,Linear - 3,,,,,,,Water,Dragon,Water / Dragon,Rain,Windy,194,194,150,2078,2424,3,,,Waterfall,Dragon Breath,Waterfall / Dragon Breath,Hydro Pump,Blizzard,Outrage,,,,,Hydro Pump / Blizzard / Outrage,,,,,,,,,,,,,,,
Phanpy,231,2,Global,3,Wild,,,Donphan,50,1,121,,,,,,,,,Ground,,Ground,Clear,,107,107,180,1007,1175,3,5,,Tackle,Rock Smash,Tackle / Rock Smash,Bulldoze,Rock Slide,Body Slam,,,,,Bulldoze / Rock Slide / Body Slam,,,,,,,,,,,,,,,
Donphan,232,2,Global,4,Wild,,Phanpy,,,2,121,,,,,,,,,Ground,,Ground,Clear,,214,214,180,2591,3022,3,,,Tackle,Counter,Tackle / Counter,Earthquake,Heavy Slam,Play Rough,,,,,Earthquake / Heavy Slam / Play Rough,,,,,,,,,,,,,,,
Porygon2,233,2,Global,* * *,Upgrade,,Porygon,Porygon Z,,2,69,Linear - 1,Linear - 2,,Linear - 3,,,,,Normal,,Normal,Partly Cloudy,,198,183,170,2183,2546,3,,,Hidden Power,Charge Beam,Hidden Power / Charge Beam,Solar Beam,Hyper Beam,Zap Cannon,,,,,Solar Beam / Hyper Beam / Zap Cannon,,,,,,,,,,,,,,,
Stantler,234,2,Global,5,Wild,,,,,1,122,,,,,,,,,Normal,,Normal,Partly Cloudy,,192,132,146,1704,1988,3,5,,Tackle,Zen Headbutt,Tackle / Zen Headbutt,Stomp,Wild Charge,Megahorn,,,,,Stomp / Wild Charge / Megahorn,,,,,,,,,,,,,,,
Smeargle,235,2,Unreleased,* * *,??,,,,,1,123,,,,,,,,,Normal,,Normal,Partly Cloudy,,40,88,110,333,389,3,,,Tackle,Struggle,Tackle / Struggle,??,,,,,,,??,,,,,,,,,,,,,,,
Tyrogue,236,2,Global,* * *,Egg,,,Hitmonlee / Hitmonchan / Hitmontop,25,0,47,Alt - 1,Baby,,,,,,,Fighting,,Fighting,Cloudy,,64,64,70,346,404,5,5,,Rock Smash,Tackle,Rock Smash / Tackle,Brick Break,Rock Slide,Low Sweep,,,,,Brick Break / Rock Slide / Low Sweep,,,,,,,,,,,,,,,
Hitmontop,237,2,Global,6,Wild,,Tyrogue,,,1,47,Alt - 1,Alt - 1,,,,,,,Fighting,,Fighting,Cloudy,,173,214,100,1633,1905,5,,,Rock Smash,Counter,Rock Smash / Counter,Close Combat,Gyro Ball,Stone Edge,,,,,Close Combat / Gyro Ball / Stone Edge,,,,,,,,,,,,,,,
